site_name,api_number,operator,county,state,latitude,longitude,job_codes,well_type,status,source
Barracuda 45 #6H,42173355440000,Apache Corporation,Glasscock,Texas,31.891167,-101.443317,,,,FracFocus
Chucker 20B #2,42173356870000,Apache Corporation,Glasscock,Texas,31.9588,-101.46832,,,,FracFocus
Big Rocker B #1511,42383383760000,Apache Corporation,Reagan,Texas,31.50881,-101.48076,,,,FracFocus
Bomber #5,42461386720000,Apache Corporation,Upton,Texas,31.508,-102.042,,,,FracFocus
GW Sportsman 49,42211351890000,Apache Corporation,Hemphill,Texas,35.75,-100.151,,,,FracFocus
Barrow Augusta 2302,42135424070000,Apache Corporation,Ector,Texas,31.98252,-102.38622,,,,FracFocus
Nix 16 #18,42173357720000,Apache Corporation,Glasscock,Texas,31.833931,-101.51692,,,,FracFocus
Boys Ranch 1165,42359303630000,Apache Corporation,Oldham,Texas,35.54,-102.241729,,,,FracFocus
University Devonian A 37#6,42103360030000,Apache Corporation,Crane,Texas,31.44373,-102.41086,,,,FracFocus
Miller 36 #1HM,42461387020000,Apache Corporation,Upton,Texas,31.5816,-101.9264,,,,FracFocus
Gunn Frances B 1,42227031890000,Apache Corporation,Howard,Texas,32.5018,-101.34698,,,,FracFocus
Neal 39 #7,42461387350000,Apache Corporation,Upton,Texas,31.526137,-102.04828,,,,FracFocus
Three Bar Shallow Unit 117H,42003449860000,Apache Corporation,Andrews,Texas,32.13148,-102.80213,,,,FracFocus
Reed 7 3,42227370980000,Apache Corporation,Howard,Texas,32.37623,-101.29683,,,,FracFocus
Sugg 4948 3H,42235351220000,Apache Corporation,Irion,Texas,31.253678,-101.103692,,,,FracFocus
Waha 9#1,42389335880000,Apache Corporation,Reeves,Texas,31.286136,-103.20473,,,,FracFocus
Bartz 19 2119H,42483337100000,Apache Corporation,Wheeler,Texas,35.472256,-100.038254,,,,FracFocus
Riley #4721,42173357520000,Apache Corporation,Glasscock,Texas,31.887934,-101.50486,,,,FracFocus
SAU 44 #5D,42383378350000,Apache Corporation,Reagan,Texas,31.489401,-101.64026,,,,FracFocus
McElroy Ranch CO 111 #3SE,42461386180000,Apache Corporation,Upton,Texas,31.431552,-102.13665,,,,FracFocus
Malone 45 #8,42383381890000,Apache Corporation,Reagan,Texas,31.629547,-101.56696,,,,FracFocus
Waha 8#1,42389335920000,Apache Corporation,Reeves,Texas,31.286106,-103.18784,,,,FracFocus
Three Bar Shallow Unit 110H,42003449880000,Apache Corporation,Andrews,Texas,32.170311,-102.80654,,,,FracFocus
Ballenger #4104,42173356390000,Apache Corporation,Glasscock,Texas,31.911435,-101.45394,,,,FracFocus
ED Books 2 #16,42173356860000,Apache Corporation,Glasscock,Texas,31.872999,-101.49342,,,,FracFocus
University Devonian 48#3,42103361350000,Apache Corporation,Crane,Texas,31.439036,-102.40279,,,,FracFocus
Clinch 4238 H53LU,42235353130000,Apache Corporation,Irion,Texas,31.173992,-101.26329,,,,FracFocus
Sugg 4948 H43M,42235354020000,Apache Corporation,Irion,Texas,31.276682,-101.10359,,,,FracFocus
SRH 16 #1623,42383379310000,Apache Corporation,Reagan,Texas,31.451048,-101.43528,,,,FracFocus
Stiles 1-17-1H,42483337090000,Apache Corporation,Wheeler,Texas,35.43,-100.086,,,,FracFocus
Huckleberry 202AH,42389379540000,Apache Corporation,Reeves,Texas,31.310662,-103.907439,,,,FracFocus
Burnside 411AH,42389378500000,Apache Corporation,Reeves,Texas,31.665914,-103.876393,,,,FracFocus
Burnside 412BH,42389378510000,Apache Corporation,Reeves,Texas,31.665915,-103.876296,,,,FracFocus
Black Dog 4231 C 5HM,42461409460000,Apache Corporation,Upton,Texas,31.557747,-101.897034,,,,FracFocus
Black Dog 4231 D 6HM,42461409470000,Apache Corporation,Upton,Texas,31.557725,-101.897127,,,,FracFocus
Black Dog 4231 D 7HM,42461409480000,Apache Corporation,Upton,Texas,31.557703,-101.89722,,,,FracFocus
Jumano 401AH,42389379320000,Apache Corporation,Reeves,Texas,31.184821,-103.701841,,,,FracFocus
Mont Blanc 211AH,42389376730000,Apache Corporation,Reeves,Texas,31.214161,-103.891548,,,,FracFocus
Mont Blanc 212BH,42389376750000,Apache Corporation,Reeves,Texas,31.214162,-103.891452,,,,FracFocus
Alta 114AH,42389378180000,Apache Corporation,Reeves,Texas,31.037995,-103.763816,,,,FracFocus
Alta 113AH,42389378160000,Apache Corporation,Reeves,Texas,31.037978,-103.763722,,,,FracFocus
Mont Blanc 208AH,42389376680000,Apache Corporation,Reeves,Texas,31.21409,-103.893303,,,,FracFocus
Mont Blanc 209BH,42389376690000,Apache Corporation,Reeves,Texas,31.214089,-103.893207,,,,FracFocus
Kashmir A 1LS,42461409280000,Apache Corporation,Upton,Texas,31.567464,-101.923648,,,,FracFocus
Kashmir A 2HU,42461409290000,Apache Corporation,Upton,Texas,31.566658,-101.923873,,,,FracFocus
Kashmir A 3JM,42461409300000,Apache Corporation,Upton,Texas,31.566679,-101.92378,,,,FracFocus
Driver-Schrock 1423 A 1HS,42329427790000,Apache Corporation,Midland,Texas,31.777825,-101.794407,,,,FracFocus
Driver-Schrock 1423 A 2HA,42329427800000,Apache Corporation,Midland,Texas,31.777846,-101.794314,,,,FracFocus
Driver-Schrock 1423 A 3HC,42329427810000,Apache Corporation,Midland,Texas,31.777867,-101.79422,,,,FracFocus
Alta 110AH,42389378130000,Apache Corporation,Reeves,Texas,31.037053,-103.758178,,,,FracFocus
Mont Blanc 206AH,42389376180000,Apache Corporation,Reeves,Texas,31.199759,-103.899409,,,,FracFocus
Mont Blanc 204AH,42389376150000,Apache Corporation,Reeves,Texas,31.199759,-103.899601,,,,FracFocus
Mont Blanc 205BH,42389376160000,Apache Corporation,Reeves,Texas,31.199759,-103.899505,,,,FracFocus
Alta 108AH,42389378110000,Apache Corporation,Reeves,Texas,31.037018,-103.757991,,,,FracFocus
Alta 109AH,42389378120000,Apache Corporation,Reeves,Texas,31.037035,-103.758084,,,,FracFocus
Connell 47 8HM,42461410540000,Apache Corporation,Upton,Texas,31.552011,-101.927784,,,,FracFocus
Connell 47 10HM,42461410550000,Apache Corporation,Upton,Texas,31.552032,-101.927691,,,,FracFocus
Blackfoot State Unit 118AH,42389379890000,Apache Corporation,Reeves,Texas,31.215707,-103.909347,,,,FracFocus
Blackfoot State Unit 213BH,42389379980000,Apache Corporation,Reeves,Texas,31.215649,-103.90928,,,,FracFocus
Driver-Schrock 1423 A 4HS,42329427820000,Apache Corporation,Midland,Texas,31.777887,-101.794127,,,,FracFocus
Driver-Schrock 1423 A 5HM,42329427830000,Apache Corporation,Midland,Texas,31.777908,-101.794033,,,,FracFocus
Driver-Schrock 1423 B 6HA,42329427850000,Apache Corporation,Midland,Texas,31.777929,-101.79394,,,,FracFocus
Blackfoot State Unit 120AH,42389379920000,Apache Corporation,Reeves,Texas,31.215472,-103.904242,,,,FracFocus
Blackfoot State Unit 215BH,42389380000000,Apache Corporation,Reeves,Texas,31.215472,-103.904338,,,,FracFocus
Blackfoot State Unit 119AH,42389379910000,Apache Corporation,Reeves,Texas,31.215532,-103.909144,,,,FracFocus
SRH North 1517HA,42383404920000,Apache Corporation,Reagan,Texas,31.484418,-101.481929,,,,FracFocus
SRH North 1518HU,42383390540000,Apache Corporation,Reagan,Texas,31.4844,-101.482023,,,,FracFocus
Blackfoot State Unit 210AH,42389374770000,Apache Corporation,Reeves,Texas,31.216781,-103.912712,,,,FracFocus
Blackfoot State Unit 211AH,42389374810000,Apache Corporation,Reeves,Texas,31.216708,-103.912669,,,,FracFocus
Blackfoot State Unit 216AH,42389380010000,Apache Corporation,Reeves,Texas,31.215472,-103.904146,,,,FracFocus
Blackfoot State Unit 217BH,42389379930000,Apache Corporation,Reeves,Texas,31.215472,-103.90405,,,,FracFocus
Driver-Schrock 1423 C 8HA,42329427900000,Apache Corporation,Midland,Texas,31.778633,-101.790746,,,,FracFocus
Driver-Schrock 1423 East 10HA,42329430100000,Apache Corporation,Midland,Texas,31.778675,-101.79056,,,,FracFocus
Driver-Schrock 1423 East 11HM,42329430110000,Apache Corporation,Midland,Texas,31.778695,-101.790466,,,,FracFocus
Blackfoot State Unit 209BH,42389374760000,Apache Corporation,Reeves,Texas,31.216856,-103.912754,,,,FracFocus
Blackfoot State Unit 212BH,42389374840000,Apache Corporation,Reeves,Texas,31.216634,-103.912627,,,,FracFocus
Blackfoot State Unit 214AH,42389379990000,Apache Corporation,Reeves,Texas,31.21559,-103.909212,,,,FracFocus
E. D. Books 35 #9,42173356280000,Apache Corporation,Glasscock,Texas,31.798335,-101.477958,,,,FracFocus
SRH North 1520HA,42383404940000,Apache Corporation,Reagan,Texas,31.483575,-101.48705,,,,FracFocus
SRH North 1519HU,42383404930000,Apache Corporation,Reagan,Texas,31.483576,-101.486954,,,,FracFocus
Driver-Schrock 1423 B 7HM,42329427880000,Apache Corporation,Midland,Texas,31.778612,-101.79084,,,,FracFocus
Driver-Schrock 1423 C 9HM,42329427910000,Apache Corporation,Midland,Texas,31.778654,-101.790653,,,,FracFocus
Blackfoot State Unit 207AH,42389374750000,Apache Corporation,Reeves,Texas,31.216305,-103.91592,,,,FracFocus
Blackfoot State Unit 205BH,42389374730000,Apache Corporation,Reeves,Texas,31.216305,-103.916112,,,,FracFocus
Weaver 23 #2,42173354210000,Apache Corporation,Glasscock,Texas,31.822143,-101.492366,,,,FracFocus
Blackfoot State Unit 204AH,42389375080000,Apache Corporation,Reeves,Texas,31.216364,-103.917634,,,,FracFocus
Ellwood A 179,42219361100000,Apache Corporation,Hockley,Texas,33.638231,-102.183379,,,,FracFocus
Blackfoot State Unit 203BH,42389375070000,Apache Corporation,Reeves,Texas,31.216364,-103.91773,,,,FracFocus
Blackfoot State Unit 201AH,42389375010000,Apache Corporation,Reeves,Texas,31.216364,-103.917826,,,,FracFocus
Aldwell 0611 E 3HU,42383405080000,Apache Corporation,Reagan,Texas,31.430311,-101.671561,,,,FracFocus
Aldwell 0611 E 2HM,42383405090000,Apache Corporation,Reagan,Texas,31.43029,-101.671654,,,,FracFocus
Chinook 205AH,42389379140000,Apache Corporation,Reeves,Texas,31.168496,-103.793529,,,,FracFocus
Chinook 204AH,42389378860000,Apache Corporation,Reeves,Texas,31.168578,-103.793529,,,,FracFocus
Longs Peak State Unit 103AH,42389381600000,Apache Corporation,Reeves,Texas,31.055917,-103.768133,,,,FracFocus
Lynch Tippett 4801 F 6HM,42329429210000,Apache Corporation,Midland,Texas,31.707114,-102.172005,,,,FracFocus
Lynch Tippett 4801 F 16HS,42329429220000,Apache Corporation,Midland,Texas,31.707115,-102.172005,,,,FracFocus
Bragg 407AH,42389380760000,Apache Corporation,Reeves,Texas,31.663955,-103.831981,,,,FracFocus
Iroquois State Unit 202AR,42389383040000,Apache Corporation,Reeves,Texas,31.195787,-103.88305,,,,FracFocus
Lynch Tippett 4801 E 13HS,42329429190000,Apache Corporation,Midland,Texas,31.729279,-102.178746,,,,FracFocus
Aldwell 0611 E 11HU,42383405120000,Apache Corporation,Reagan,Texas,31.429371,-101.675718,,,,FracFocus
Iroquois State Unit 204AH,42389381810000,Apache Corporation,Reeves,Texas,31.19587,-103.88305,,,,FracFocus
Aldwell 0611 E 6HU,42383405100000,Apache Corporation,Reagan,Texas,31.429372,-101.675718,,,,FracFocus
Aldwell 0611 E 6HU,42383405110000,Apache Corporation,Reagan,Texas,31.429369,-101.65717,,,,FracFocus
Iroquois State Unit 203BH,42389381800000,Apache Corporation,Reeves,Texas,31.195952,-103.88305,,,,FracFocus
Lynch Tippett 4801 E 5HM,42329429180000,Apache Corporation,Midland,Texas,31.729256,-102.178839,,,,FracFocus
Lee 411AH,42389374550000,Apache Corporation,Reeves,Texas,31.663859,-103.858754,,,,FracFocus
Lee 412BH,42389374560000,Apache Corporation,Reeves,Texas,31.66386,-103.858657,,,,FracFocus
Seth Campbell #102,42495340990000,Apache Corporation,Winkler,Texas,31.881255,-103.071732,,,,FracFocus
Seth Campbell #119,42495339860000,Apache Corporation,Winkler,Texas,31.884511,-103.072085,,,,FracFocus
Cree State Unit 102AH,42389382270000,Apache Corporation,Reeves,Texas,31.122175,-103.758096,,,,FracFocus
Jackson 411AH,42389374470000,Apache Corporation,Reeves,Texas,31.663864,-103.85599,,,,FracFocus
Jackson 412BH,42389374480000,Apache Corporation,Reeves,Texas,31.663864,-103.856086,,,,FracFocus
Dixieland SWD 3,42389379500000,Apache Corporation,Reeves,Texas,31.678144,-103.882771,,,,FracFocus
Lynch Tippett 4801 C 3HM,42329429040000,Apache Corporation,Midland,Texas,31.728387,-102.182395,,,,FracFocus
Lynch Tippett 4801 C 20HS,42329429060000,Apache Corporation,Midland,Texas,31.728365,-102.182487,,,,FracFocus
Lynch Tippett 4801 C 9HS,42329429050000,Apache Corporation,Midland,Texas,31.728342,-102.18258,,,,FracFocus
Cree State Unit 103AH,42389383010000,Apache Corporation,Reeves,Texas,31.122175,-103.753047,,,,FracFocus
Cree State Unit 104AH,42389383020000,Apache Corporation,Reeves,Texas,31.122175,-103.752951,,,,FracFocus
Storm Cat Unit 401AH,42389379580000,Apache Corporation,Reeves,Texas,31.071673,-103.6433,,,,FracFocus
Lynch Tippett 4801 D 11HS,42329429160000,Apache Corporation,Midland,Texas,31.728916,-102.18023,,,,FracFocus
Lynch Tippett 4801 E 14HS,42329429200000,Apache Corporation,Midland,Texas,31.728939,-102.180138,,,,FracFocus
Cherokee State 101AH,42389380980000,Apache Corporation,Reeves,Texas,31.215472,-103.938096,,,,FracFocus
Lynch Tippett 4801 D 4HM,42329429150000,Apache Corporation,Midland,Texas,31.728894,-102.180323,,,,FracFocus
Lynch Tippett 4801 D 12HS,42329429170000,Apache Corporation,Midland,Texas,31.728871,-102.180416,,,,FracFocus
Cherokee State 103AH,42389381000000,Apache Corporation,Reeves,Texas,31.215473,-103.940239,,,,FracFocus
Cherokee State 102AH,42389380990000,Apache Corporation,Reeves,Texas,31.215472,-103.940047,,,,FracFocus
June T Lynch 6 #3,42329337950000,Apache Corporation,Midland,Texas,31.729256,-102.178839,,,,FracFocus
Cherokee State 204BH,42389381050000,Apache Corporation,Reeves,Texas,31.215473,-103.941982,,,,FracFocus
Lynch Tippett 4801 A 1HM,42329431490000,Apache Corporation,Midland,Texas,31.726596,-102.187166,,,,FracFocus
Lynch Tippett 4801 A 8HS,42329431500000,Apache Corporation,Midland,Texas,31.726618,-102.187074,,,,FracFocus
Cherokee State 104AH,42389381010000,Apache Corporation,Reeves,Texas,31.215473,-103.942174,,,,FracFocus
Cherokee State 205AH,42389381060000,Apache Corporation,Reeves,Texas,31.215473,-103.942078,,,,FracFocus
TJ Good A #70,42033320030000,Apache Corporation,Borden,Texas,32.593519,-101.621691,,,,FracFocus
Hyperion 102AH,42389382890000,Apache Corporation,Reeves,Texas,30.940118,-103.61482,,,,FracFocus
Lumbee 102AH,42389383610000,Apache Corporation,Reeves,Texas,31.103867,-103.744495,,,,FracFocus
Lumbee 103AH,42389383620000,Apache Corporation,Reeves,Texas,31.103702,-103.744495,,,,FracFocus
Lumbee 202AH,42389383630000,Apache Corporation,Reeves,Texas,31.103784,-103.744495,,,,FracFocus
Lynch Tippett 4801 B 2HM,42329431510000,Apache Corporation,Midland,Texas,31.725684,-102.184077,,,,FracFocus
Lynch Tippett 4801 B 7HS,42329431520000,Apache Corporation,Midland,Texas,31.725661,-102.184169,,,,FracFocus
Lynch Tippett 4801 B 10HS,42329431530000,Apache Corporation,Midland,Texas,31.725706,-102.183984,,,,FracFocus
Spruce State Unit 402BH,42389384720000,Apache Corporation,Reeves,Texas,31.3048,-103.971241,,,,FracFocus
Lumbee 104AH,42389383590000,Apache Corporation,Reeves,Texas,31.09944,-103.746069,,,,FracFocus
Lumbee 203AH,42389383580000,Apache Corporation,Reeves,Texas,31.099523,-103.746069,,,,FracFocus
TJ Good A #69,42033320020000,Apache Corporation,Borden,Texas,32.589309,-101.626784,,,,FracFocus
Lumbee 204AH,42389383600000,Apache Corporation,Reeves,Texas,31.099358,-103.746069,,,,FracFocus
Wintoon 203AH,42389383830000,Apache Corporation,Reeves,Texas,31.196358,-103.902591,,,,FracFocus
Weatherby 2728 7HA,42383405360000,Apache Corporation,Reagan,Texas,31.34349,-101.613222,,,,FracFocus
Weatherby 2728 8HU,42383405400000,Apache Corporation,Reagan,Texas,31.343491,-101.613318,,,,FracFocus
Weatherby 2728 9HA,42383405410000,Apache Corporation,Reagan,Texas,31.343492,-101.613414,,,,FracFocus
Wintoon 102AH,42389383840000,Apache Corporation,Reeves,Texas,31.19644,-103.902591,,,,FracFocus
Wintoon 202BH,42389383850000,Apache Corporation,Reeves,Texas,31.196523,-103.902591,,,,FracFocus
Lumbee 205AH,42389383550000,Apache Corporation,Reeves,Texas,31.096822,-103.745648,,,,FracFocus
KMEU 2709,42235332890000,Apache Corporation,Irion,Texas,31.25995,-101.06311,,,,FracFocus
Alwell 0544 14HU,42383405840000,Apache Corporation,Reagan,Texas,31.466542,-101.63659,,,,FracFocus
Alwell 0544 16HU,42383405870000,Apache Corporation,Reagan,Texas,31.46652,-101.636683,,,,FracFocus
Lumbee 106AH,42389383560000,Apache Corporation,Reeves,Texas,31.096733,-103.745648,,,,FracFocus
Lumbee 105AH,42389383570000,Apache Corporation,Reeves,Texas,31.096904,-103.745648,,,,FracFocus
Wintoon 101AH,42389383860000,Apache Corporation,Reeves,Texas,31.196605,-103.902591,,,,FracFocus
Wintoon 201AH,42389383870000,Apache Corporation,Reeves,Texas,31.196688,-103.902591,,,,FracFocus
Parks-Coyote 1506 1HM,42329432890000,Apache Corporation,Midland,Texas,31.780223,-102.169597,,,,FracFocus
Parks-Coyote 1506 2HM,42329432900000,Apache Corporation,Midland,Texas,31.780246,-102.169504,,,,FracFocus
Adair San Andres Unit 1202R,42165349060000,Apache Corporation,Gaines,Texas,32.957701,-102.283893,,,,FracFocus
Aldwell 0544 18HU,42383405880000,Apache Corporation,Reagan,Texas,31.465041,-101.643095,,,,FracFocus
Aldwell 0544 20HU,42383405890000,Apache Corporation,Reagan,Texas,31.46502,-101.643188,,,,FracFocus
Long Peaks State Unit 104AH,42389385700000,Apache Corporation,Reeves,Texas,31.056051,-103.7681,,,,FracFocus
STONE 5202W (ALLOC) 10H,42461408730000,Apache Corporation,Upton,Texas,31.183357,-101.895064,,,,FracFocus
Parks-Coyote 1506 4HM,42329432920000,Apache Corporation,Midland,Texas,31.780292,-102.169319,,,,FracFocus
Parks-Coyote 1506 3HM,42329432910000,Apache Corporation,Midland,Texas,31.780269,-102.169411,,,,FracFocus
Storm Cat Unit 402AH,42389385300000,Apache Corporation,Reeves,Texas,31.073464,-103.654198,,,,FracFocus
STONE 5202C (ALLOC) 11H,42461410150000,Apache Corporation,Upton,Texas,31.184925,-101.908338,,,,FracFocus
Adair San Andres Unit 2101,42165000540000,Apache Corporation,Gaines,Texas,32.943259,-102.28779,,,,FracFocus
Retama State Unit 101AH,42389385560000,Apache Corporation,Reeves,Texas,31.285115,-103.935254,,,,FracFocus
Adair San Andres Unit 1205R,42165313910000,Apache Corporation,Gaines,Texas,32.95443,-102.28779,,,,FracFocus
Parks-Coyote 1506 6HM,42329432940000,Apache Corporation,Midland,Texas,31.782421,-102.160676,,,,FracFocus
Parks-Coyote 1506 7HM,42329432950000,Apache Corporation,Midland,Texas,31.782443,-102.160583,,,,FracFocus
Simpson Smith 0844 A 1WH,42227400740000,Apache Corporation,Howard,Texas,32.471817,-101.425177,,,,FracFocus
Parks-Coyote 1506 5HM,42329432930000,Apache Corporation,Midland,Texas,31.782398,-102.160769,,,,FracFocus
Bonsai State Unit 201AH,42389385490000,Apache Corporation,Reeves,Texas,31.314634,-103.922129,,,,FracFocus
Adair San Andres Unit 2201,42165022290000,Apache Corporation,Gaines,Texas,32.94327,-102.29415,,,,FracFocus
Jackson 405AH,42389376140000,Apache Corporation,Reeves,Texas,31.663858,-103.846948,,,,FracFocus
Jackson 406BH,42389376170000,Apache Corporation,Reeves,Texas,31.663858,-103.847044,,,,FracFocus
Warhead 0405 B 6HM,42461412170000,Apache Corporation,Upton,Texas,31.317153,-101.814437,,,,FracFocus
Warhead 0405 A 1HA,42461412130000,Apache Corporation,Upton,Texas,31.317039,-101.814576,,,,FracFocus
Warhead 0405 B 2HA,42461412160000,Apache Corporation,Upton,Texas,31.31721,-101.814644,,,,FracFocus
Jackson 407AH,42389375330000,Apache Corporation,Reeves,Texas,31.663861,-103.850847,,,,FracFocus
Jackson 408BR,42389385600000,Apache Corporation,Reeves,Texas,31.663861,-103.850686,,,,FracFocus
Jackson 409AH,42389375290000,Apache Corporation,Reeves,Texas,31.663862,-103.853418,,,,FracFocus
Jackson 410BH,42389375300000,Apache Corporation,Reeves,Texas,31.663863,-103.853515,,,,FracFocus
University 4-30 #1,42461387860000,Apache Corporation,Upton,Texas,31.146164,-101.776883,,,,FracFocus
Warhead 0405 A 9HL,42461412120000,Apache Corporation,Upton,Texas,31.316928,-101.814715,,,,FracFocus
Warhead 0405 A 5HM,42461412140000,Apache Corporation,Upton,Texas,31.316983,-101.814646,,,,FracFocus
Warhead 0405 B 10HL,42461412150000,Apache Corporation,Upton,Texas,31.316987,-101.814506,,,,FracFocus
Torpedo 1048 C 9HL,42461411870000,Apache Corporation,Upton,Texas,31.363967,-101.821599,,,,FracFocus
